home_team,pim,shots,powerPlayPercentage,powerPlayGoals,powerPlayOpportunities,faceOffWinPercentage,blocked,takeaways,giveaways,hits,home_goals,away_team,away_goals
Colorado Avalanche,2,27,0.0,0.0,2.0,45.6,16,7,8,22,5,Chicago Blackhawks,0
Washington Capitals,8,28,0.0,0.0,5.0,44.4,13,5,10,20,6,Chicago Blackhawks,1
Minnesota Wild,4,23,0.0,0.0,2.0,40.0,13,4,5,27,3,Chicago Blackhawks,1
Chicago Blackhawks,6,31,33.3,1.0,3.0,50.0,11,5,6,21,2,Vancouver Canucks,4
Chicago Blackhawks,7,33,25.0,1.0,4.0,57.4,8,5,8,8,1,Dallas Stars,4
Chicago Blackhawks,6,29,0.0,0.0,2.0,60.9,19,6,11,24,3,St. Louis Blues,5
Chicago Blackhawks,2,40,0.0,0.0,1.0,54.9,7,3,15,14,3,New Jersey Devils,6
Calgary Flames,2,23,0.0,0.0,0.0,52.7,23,8,7,29,3,Chicago Blackhawks,4
Vancouver Canucks,8,33,0.0,0.0,3.0,54.5,8,3,3,35,3,Chicago Blackhawks,0
Seattle Kraken,8,29,33.3,1.0,3.0,58.1,12,3,6,13,7,Chicago Blackhawks,3
Chicago Blackhawks,21,22,0.0,0.0,2.0,35.6,31,4,12,19,2,Minnesota Wild,4
Pittsburgh Penguins,10,27,0.0,0.0,2.0,39.3,26,6,9,30,2,Chicago Blackhawks,5
Chicago Blackhawks,2,36,100.0,1.0,1.0,41.7,24,8,6,21,4,Philadelphia Flyers,5
